;David;07/01/13;18:26;5x8:00/4:00r;;;;;08:00.0;1815;24;181;02:12.2;820;151
;David;07/01/13;18:26;5x8:00/4:00r;;;;;08:00.0;1755;24;179;02:16.7;771;137
;David;07/01/13;18:26;5x8:00/4:00r;;;;;;;;;;;;;93

;David;30/10/12;17:47;3x500m/1:00r;06:10.8;1500;24;183;;;;;02:03.6;937;185
;David;30/10/12;17:47;3x500m/1:00r;;;;;02:06.9;500;24;178;02:06.9;889;171
;David;30/10/12;17:47;3x500m/1:00r;;;;;02:06.2;500;23;180;02:06.2;899;174
;David;30/10/12;17:47;3x500m/1:00r;;;;;01:57.7;500;25;191;01:57.7;1038;215
;David;30/10/12;17:47;3x500m/1:00r;;;;;;;;;;;;;53

;David;30/10/12;17:33;0:09:09;09:09.8;2017;22;170;;;;;02:16.2;775;138
;David;30/10/12;17:33;0:09:09;;;;;05:00.0;1075;21;165;02:19.5;743;129
;David;30/10/12;17:33;0:09:09;;;;;09:09.8;943;24;175;02:12.4;818;151

;David;02/08/11;15:50;0:04:07;04:07.5;699;18;0;;;;;02:57.0;517;63
;David;02/08/11;15:50;0:04:07;;;;;04:07.5;699;18;0;02:57.0;517;63

;David;02/08/11;15:43;2000m;09:19.8;2000;20;0;;;;;02:19.9;739;128
;David;02/08/11;15:43;2000m;;;;;02:27.2;500;18;0;02:27.2;677;110
;David;02/08/11;15:43;2000m;;;;;02:24.4;1000;20;0;02:24.4;700;116
;David;02/08/11;15:43;2000m;;;;;02:34.3;1500;18;0;02:34.3;627;95
;David;02/08/11;15:43;2000m;;;;;01:53.9;2000;27;0;01:53.9;1115;237

;David;02/08/11;15:32;0:09:39;09:39.5;1958;19;0;;;;;02:27.9;671;108
;David;02/08/11;15:32;0:09:39;;;;;04:50.1;1000;20;0;02:25.0;694;115
;David;02/08/11;15:32;0:09:39;;;;;04:49.5;1958;18;0;02:31.0;649;101

;David;04/05/11;16:27;0:05:08;05:08.8;1008;20;0;;;;;02:33.1;635;97
;David;04/05/11;16:27;0:05:08;;;;;05:00.0;987;21;0;02:31.9;643;100
;David;04/05/11;16:27;0:05:08;;;;;05:08.8;22;7;0;03:20.0;450;44

;David;04/05/11;16:20;2x2000m/4:00r;16:58.7;4000;23;0;;;;;02:07.3;883;170
;David;04/05/11;16:20;2x2000m/4:00r;;;;;08:29.3;2000;23;0;02:07.3;883;170
;David;04/05/11;16:20;2x2000m/4:00r;;;;;08:29.5;2000;24;0;02:07.3;882;169
;David;04/05/11;16:20;2x2000m/4:00r;;;;;;;;;;;;;597

;David;04/05/11;15:49;0:04:59;04:59.4;1015;22;0;;;;;02:27.4;675;109
;David;04/05/11;15:49;0:04:59;;;;;04:59.4;1015;22;0;02:27.4;675;109

;David;03/05/11;16:24;7500m;35:50.5;7500;20;0;;;;;02:23.3;708;119
;David;03/05/11;16:24;7500m;;;;;04:46.3;1000;22;0;02:23.1;710;119
;David;03/05/11;16:24;7500m;;;;;04:47.7;2000;21;0;02:23.8;704;118
;David;03/05/11;16:24;7500m;;;;;04:52.0;3000;20;0;02:26.0;687;112
;David;03/05/11;16:24;7500m;;;;;04:47.2;4000;20;0;02:23.6;706;118
;David;03/05/11;16:24;7500m;;;;;04:52.5;5000;20;0;02:26.2;685;112
;David;03/05/11;16:24;7500m;;;;;04:45.7;6000;20;0;02:22.8;713;120
;David;03/05/11;16:24;7500m;;;;;04:41.9;7000;21;0;02:20.9;730;125
;David;03/05/11;16:24;7500m;;;;;02:17.3;7500;22;0;02:17.3;765;135

;David;17/04/11;16:57;0:06:07;06:07.4;1097;19;0;;;;;02:47.4;556;75
;David;17/04/11;16:57;0:06:07;;;;;05:00.0;917;19;0;02:43.5;575;80
;David;17/04/11;16:57;0:06:07;;;;;06:07.4;181;21;0;03:06.1;486;54

;David;17/04/11;16:46;7000m;33:27.3;7000;20;0;;;;;02:23.3;708;119
;David;17/04/11;16:46;7000m;;;;;04:54.6;1000;21;0;02:27.3;676;110
;David;17/04/11;16:46;7000m;;;;;04:55.2;2000;20;0;02:27.6;674;109
;David;17/04/11;16:46;7000m;;;;;05:01.0;3000;19;0;02:30.5;653;103
;David;17/04/11;16:46;7000m;;;;;04:54.2;4000;20;0;02:27.1;678;110
;David;17/04/11;16:46;7000m;;;;;04:49.4;5000;20;0;02:24.7;697;116
;David;17/04/11;16:46;7000m;;;;;04:50.4;6000;21;0;02:25.2;693;114
;David;17/04/11;16:46;7000m;;;;;04:02.5;7000;25;0;02:01.2;975;196

;David;17/04/11;16:11;0:01:05;01:05.4;229;22;0;;;;;02:22.7;713;120
;David;17/04/11;16:11;0:01:05;;;;;01:05.4;230;20;0;02:22.1;719;122

;David;13/04/11;17:18;0:04:20;04:20.2;809;20;0;;;;;02:40.8;589;84
;David;13/04/11;17:18;0:04:20;;;;;04:20.2;809;19;0;02:40.8;589;84

;David;13/04/11;17:09;4x800m/2:00r;13:06.8;3200;23;0;;;;;02:02.9;948;188
;David;13/04/11;17:09;4x800m/2:00r;;;;;03:11.3;800;25;0;01:59.5;1004;205
;David;13/04/11;17:09;4x800m/2:00r;;;;;03:11.0;800;25;0;01:59.3;1008;206
;David;13/04/11;17:09;4x800m/2:00r;;;;;03:17.5;800;22;0;02:03.4;940;186
;David;13/04/11;17:09;4x800m/2:00r;;;;;03:27.1;800;22;0;02:09.4;855;161
;David;13/04/11;17:09;4x800m/2:00r;;;;;;;;;;;;;76

;David;13/04/11;16:47;0:04:47;04:47.6;993;21;0;;;;;02:24.8;696;115
;David;13/04/11;16:47;0:04:47;;;;;04:47.6;993;21;0;02:24.8;696;115

;David;11/04/11;17:05;7000m;32:55.8;7000;20;0;;;;;02:21.1;728;125
;David;11/04/11;17:05;7000m;;;;;04:49.4;1000;21;0;02:24.7;697;116
;David;11/04/11;17:05;7000m;;;;;04:47.8;2000;20;0;02:23.9;704;117
;David;11/04/11;17:05;7000m;;;;;04:50.3;3000;19;0;02:25.1;693;114
;David;11/04/11;17:05;7000m;;;;;04:53.3;4000;20;0;02:26.6;681;111
;David;11/04/11;17:05;7000m;;;;;04:46.3;5000;20;0;02:23.1;710;119
;David;11/04/11;17:05;7000m;;;;;04:44.2;6000;19;0;02:22.1;719;122
;David;11/04/11;17:05;7000m;;;;;04:04.4;7000;23;0;02:02.2;960;192

;David;11/04/11;16:31;0:02:20;02:20.3;462;22;0;;;;;02:31.8;644;100
;David;11/04/11;16:31;0:02:20;;;;;02:20.3;463;22;0;02:31.5;646;101

;David;06/04/11;17:18;0:01:34;01:34.1;264;20;0;;;;;02:58.2;512;62
;David;06/04/11;17:18;0:01:34;;;;;01:34.1;264;19;0;02:58.2;512;62

;David;06/04/11;17:15;2x1000m/3:00r;07:57.1;2000;27;0;;;;;01:59.2;1009;206
;David;06/04/11;17:15;2x1000m/3:00r;;;;;03:57.6;1000;27;0;01:58.8;1018;209
;David;06/04/11;17:15;2x1000m/3:00r;;;;;03:59.5;1000;27;0;01:59.7;1001;204
;David;06/04/11;17:15;2x1000m/3:00r;;;;;;;;;;;;;49

;David;06/04/11;16:59;0:02:58;02:58.2;588;23;0;;;;;02:31.5;646;101
;David;06/04/11;16:59;0:02:58;;;;;02:58.2;588;22;0;02:31.5;646;101

;David;04/04/11;17:49;0:03:38;03:38.4;671;22;0;;;;;02:42.7;579;81
;David;04/04/11;17:49;0:03:38;;;;;03:38.4;671;21;0;02:42.7;579;81

;David;04/04/11;17:43;6500m;31:18.5;6500;21;0;;;;;02:24.5;699;116
;David;04/04/11;17:43;6500m;;;;;04:52.0;1000;20;0;02:26.0;687;112
;David;04/04/11;17:43;6500m;;;;;04:56.7;2000;19;0;02:28.3;668;107
;David;04/04/11;17:43;6500m;;;;;04:53.7;3000;20;0;02:26.8;680;111
;David;04/04/11;17:43;6500m;;;;;04:54.8;4000;21;0;02:27.4;676;109
;David;04/04/11;17:43;6500m;;;;;04:56.9;5000;20;0;02:28.4;668;107
;David;04/04/11;17:43;6500m;;;;;04:42.2;6000;21;0;02:21.1;728;125
;David;04/04/11;17:43;6500m;;;;;02:02.1;6500;26;0;02:02.1;961;192

;David;04/04/11;17:10;0:02:51;02:51.1;520;21;0;;;;;02:44.5;570;79
;David;04/04/11;17:10;0:02:51;;;;;02:51.1;520;20;0;02:44.5;570;79

;David;30/03/11;16:46;0:03:08;03:08.4;573;18;0;;;;;02:44.3;571;79
;David;30/03/11;16:46;0:03:08;;;;;03:08.4;574;18;0;02:44.1;572;79

;David;30/03/11;16:42;2x2000m/4:00r;17:14.5;4000;21;0;;;;;02:09.3;857;162
;David;30/03/11;16:42;2x2000m/4:00r;;;;;08:26.9;2000;22;0;02:06.7;891;172
;David;30/03/11;16:42;2x2000m/4:00r;;;;;08:47.6;2000;20;0;02:11.9;824;153
;David;30/03/11;16:42;2x2000m/4:00r;;;;;;;;;;;;;40

;David;30/03/11;16:15;0:02:52;02:52.6;562;19;0;;;;;02:33.5;632;97
;David;30/03/11;16:15;0:02:52;;;;;02:52.6;563;19;0;02:33.2;634;97

;David;29/03/11;16:32;0:03:02;03:02.7;533;19;0;;;;;02:51.3;539;70
;David;29/03/11;16:32;0:03:02;;;;;03:02.7;533;19;0;02:51.3;539;70

;David;29/03/11;16:26;6000m;28:41.8;6000;19;0;;;;;02:23.4;707;118
;David;29/03/11;16:26;6000m;;;;;04:50.6;1000;21;0;02:25.3;692;114
;David;29/03/11;16:26;6000m;;;;;04:56.5;2000;20;0;02:28.2;669;107
;David;29/03/11;16:26;6000m;;;;;04:56.0;3000;19;0;02:28.0;671;108
;David;29/03/11;16:26;6000m;;;;;04:48.7;4000;19;0;02:24.3;700;116
;David;29/03/11;16:26;6000m;;;;;04:45.3;5000;19;0;02:22.6;714;121
;David;29/03/11;16:26;6000m;;;;;04:24.6;6000;21;0;02:12.3;820;151

;David;29/03/11;15:55;0:02:04;02:04.1;366;20;0;;;;;02:49.5;547;72
;David;29/03/11;15:55;0:02:04;;;;;02:04.1;366;20;0;02:49.5;547;72

;David;26/03/11;18:19;500m;02:45.2;500;20;0;;;;;02:45.2;567;78
;David;26/03/11;18:19;500m;;;;;00:36.2;100;20;0;03:01.0;503;59
;David;26/03/11;18:19;500m;;;;;00:32.8;200;20;0;02:44.0;573;79
;David;26/03/11;18:19;500m;;;;;00:31.5;300;21;0;02:37.5;608;90
;David;26/03/11;18:19;500m;;;;;00:31.0;400;19;0;02:35.0;623;94
;David;26/03/11;18:19;500m;;;;;00:33.7;500;21;0;02:48.5;551;73

;David;26/03/11;18:13;5500m;26:20.4;5500;21;0;;;;;02:23.6;706;118
;David;26/03/11;18:13;5500m;;;;;04:56.4;1000;21;0;02:28.2;670;108
;David;26/03/11;18:13;5500m;;;;;04:55.5;2000;21;0;02:27.7;673;109
;David;26/03/11;18:13;5500m;;;;;04:52.2;3000;21;0;02:26.1;686;112
;David;26/03/11;18:13;5500m;;;;;04:49.0;4000;21;0;02:24.5;699;116
;David;26/03/11;18:13;5500m;;;;;04:44.1;5000;21;0;02:22.0;720;122
;David;26/03/11;18:13;5500m;;;;;02:03.2;5500;25;0;02:03.2;944;187

;David;26/03/11;17:44;0:01:42;01:42.0;313;22;0;;;;;02:42.9;578;81
;David;26/03/11;17:44;0:01:42;;;;;01:42.0;314;21;0;02:42.4;581;82

;David;24/03/11;17:18;500m;02:39.9;500;20;0;;;;;02:39.9;594;86
;David;24/03/11;17:18;500m;;;;;00:33.7;100;21;0;02:48.5;551;73
;David;24/03/11;17:18;500m;;;;;00:30.6;200;20;0;02:33.0;636;98
;David;24/03/11;17:18;500m;;;;;00:31.1;300;19;0;02:35.5;620;93
;David;24/03/11;17:18;500m;;;;;00:32.5;400;20;0;02:42.5;580;82
;David;24/03/11;17:18;500m;;;;;00:32.1;500;21;0;02:40.5;591;85

;David;24/03/11;17:14;4x750m/2:00r;13:14.9;3000;24;0;;;;;02:12.4;818;151
;David;24/03/11;17:14;4x750m/2:00r;;;;;03:14.7;750;25;0;02:09.8;850;160
;David;24/03/11;17:14;4x750m/2:00r;;;;;03:14.1;750;25;0;02:09.4;855;162
;David;24/03/11;17:14;4x750m/2:00r;;;;;03:34.1;750;22;0;02:22.7;714;120
;David;24/03/11;17:14;4x750m/2:00r;;;;;03:12.1;750;24;0;02:08.0;873;167
;David;24/03/11;17:14;4x750m/2:00r;;;;;;;;;;;;;82

;David;24/03/11;16:50;0:02:47;02:47.4;505;25;0;;;;;02:45.7;564;77
;David;24/03/11;16:50;0:02:47;;;;;02:47.4;505;24;0;02:45.7;564;77

;David;21/03/11;18:12;5500m;26:53.2;5500;20;0;;;;;02:26.6;681;111
;David;21/03/11;18:12;5500m;;;;;04:59.8;1000;21;0;02:29.9;657;104
;David;21/03/11;18:12;5500m;;;;;04:57.6;2000;20;0;02:28.8;665;106
;David;21/03/11;18:12;5500m;;;;;04:53.7;3000;20;0;02:26.8;680;111
;David;21/03/11;18:12;5500m;;;;;04:55.0;4000;20;0;02:27.5;675;109
;David;21/03/11;18:12;5500m;;;;;04:53.3;5000;20;0;02:26.6;681;111
;David;21/03/11;18:12;5500m;;;;;02:13.8;5500;22;0;02:13.8;802;146

